,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
1022,Hanson2016_1023,Regium Lepidum,Reggio Emilia,Italia (VIII Aemilia),Italy,4 or 5,39 H4,-187,,Beloch 1880; de Ligt 2012; PECS; Salmon 1969.,43.0,Inhabited area,"['Colonia', 'Municipium']","['Aqueduct', 'Forum', 'Urban grid']",3,POINT (10.631331 44.698103),1023,,,,,6368.0,
1023,Hanson2016_1024,Solona,Unlocated,Italia (VIII Aemilia),Italy,-,-,-400,,Beloch 1880; DGRG.,,,['Municipium'],,0,POINT (11.959167 44.185556),1024,,,,,1000.0,
1024,Hanson2016_1025,Veleia,Velleia,Italia (VIII Aemilia),Italy,4 or 5,39 F4,-89,,Beloch 1880; de Ligt 2012; Golvin 1988; PECS.,10.0,Inhabited area,"['Colonia', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Basilica', 'Baths', 'Curia?', 'Forum', 'Public offices', 'Temple']",7,POINT (9.722352000000001 44.784813),1025,93.0,93.0,93.0,907.0,907.0,1.0
1025,Hanson2016_1026,Alba Pompeia,Alba,Italia (IX Liguria),Italy,4 or 5,39 C4,-89,,Beloch 1880; de Ligt 2012; PECS.,35.0,Urban grid and walls,"['Colonia', 'Municipium']","['Capitolium?', 'Forum', 'Temple', 'Theatre', 'Urban grid', 'Walls']",6,POINT (8.035259 44.700862),1026,94.0,94.0,94.0,4916.0,4837.0,1.0163324374612364
1026,Hanson2016_1027,Albingaunum,Albenga,Italia (IX Liguria),Italy,3,16 F1,-89,,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS.,8.0,Walls,"['Municipium?', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre?', 'Aqueduct', 'Forum', 'Urban grid', 'Walls']",5,POINT (8.212804999999999 44.048935),1027,,,,,673.0,
1027,Hanson2016_1028,Albintimilium,Ventimiglia,Italia (IX Liguria),Italy,3,16 E2,-180,,Beloch 1880; BNP; de Ligt 2012; PECS; Sear 2006.,24.0,Urban grid,"['Colonia', 'Municipium']","['Aqueduct', 'Baths', 'Forum?', 'Theatre', 'Urban grid', 'Walls']",6,POINT (7.625772 43.789147),1028,,,,,2922.0,
1028,Hanson2016_1029,Aquae Statiellae,Acqui Terme,Italia (IX Liguria),Italy,4 or 5,39 C4,-89,,Beloch 1880; de Ligt 2012; PECS.,29.0,Urban grid,,"['Aqueduct', 'Baths', 'Forum', 'Urban grid']",4,POINT (8.470669000000001 44.675527),1029,,,,,3762.0,
1029,Hanson2016_1030,Augusta Bagiennorum,Benevagienna,Italia (IX Liguria),Italy,4 or 5,39 B4,-17,,Beloch 1880; de Ligt 2012; Golvin 1988; PECS; Sear 2006.,16.0,Urban grid,"['Colonia?', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Forum', 'Temple', 'Theatre', 'Urban grid', 'Walls']",9,POINT (7.857836 44.561573),1030,95.0,95.0,95.0,1718.0,1700.0,1.0105882352941176
1030,Hanson2016_1031,Carreum,Chieri,Italia (IX Liguria),Italy,4 or 5,39 B3,-123,,Beloch 1880; de Ligt 2012; PECS.,15.0,Inhabited area,,"['Aqueduct', 'Capitolium?', 'Forum?', 'Urban grid', 'Urban grid', 'Urban grid', 'Walls']",7,POINT (7.828285 45.006852),1031,,,,,1559.0,
1031,Hanson2016_1032,Dertona,Tortona,Italia (IX Liguria),Italy,3,39 D4,-123,,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969.,38.0,Urban grid,"['Colonia', 'Colonia']","['Forum', 'Urban grid', 'Walls']",3,POINT (8.865485000000003 44.897171),1032,,,,,5399.0,
1032,Hanson2016_1033,Genua,Genoa,Italia (IX Liguria),Italy,4 or 5,39 D5,-205,,Beloch 1880; BNP; de Ligt 2012; McEvedy 2011; PECS; Sear 2006.,20.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Harbour', 'Theatre', 'Urban grid', 'Walls']",5,POINT (8.932748 44.411119),1033,,,,,2290.0,
1033,Hanson2016_1034,Hasta,Asti,Italia (IX Liguria),Italy,4 or 5,39 C4,-179,,Beloch 1880; BNP; de Ligt 2012; PECS.,38.0,Urban grid,"['Colonia', 'Municipium']","['Amphitheatre', 'Baths', 'Capitolium?', 'Forum', 'Theatre', 'Urban grid', 'Walls']",7,POINT (8.207777999999999 44.898889),1034,,,,,5399.0,
1034,Hanson2016_1035,Industria,Monteu da Po,Italia (IX Liguria),Italy,4 or 5,39 C3,-179,,Beloch 1880; de Ligt 2012; PECS.,25.0,Inhabited area,"['Colonia', 'Colonia']","['Forum', 'Sanctuary of Isis', 'Temple', 'Temple', 'Urban grid', 'Walls']",6,POINT (8.018086 45.151641),1035,,,,,3086.0,
1035,Hanson2016_1036,Iria,Voghera,Italia (IX Liguria),Italy,4 or 5,39 E4,-27,1.0,Beloch 1880; de Ligt 2012; DGRG.,,,['Colonia'],,0,POINT (9.009226999999999 44.9922),1036,,,,,1000.0,
1036,Hanson2016_1037,Libarna,Serravalle Scrivia,Italia (IX Liguria),Italy,4 or 5,39 D4,-148,,Beloch 1880; de Ligt 2012; Golvin 1988; PECS; Salmon 1969; Sear 2006.,20.0,Urban grid,"['Colonia', 'Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Arch', 'Baths', 'Forum', 'Temple', 'Theatre', 'Urban grid']",8,POINT (8.861003999999999 44.709915),1037,96.0,96.0,96.0,2290.0,2290.0,1.0
1037,Hanson2016_1038,Vada Sabatia,Vado Ligure,Italia (IX Liguria),Italy,4 or 5,39 C5,-89,,de Ligt 2012; DGRG.,,,['Municipium?'],,0,POINT (8.437811 44.27082),1038,,,,,1000.0,
1038,Hanson2016_1039,Valentia (Italia (IX Liguria)),Villa del Foro,Italia (IX Liguria),Italy,4 or 5,39 D4,-179,,Beloch 1880; de Ligt 2012; DGRG; MacMullen 2000; PECS.,,,['Colonia'],,0,POINT (8.645107000000001 45.014107),1039,,,,,1000.0,
1039,Hanson2016_1040,Vardagate,Castel Monferrato,Italia (IX Liguria),Italy,4 or 5,39 C3,-173,,Beloch 1880; de Ligt 2012; PECS.,15.0,Inhabited area,"['Colonia?', 'Municipium']","['Forum?', 'Urban grid', 'Walls']",3,POINT (8.450886000000001 45.137156),1040,,,,,1559.0,
1040,Hanson2016_1041,Acelum,Asolo,Italia (X Venetia et Histria),Italy,4 or 5,40 B1,-50,,Beloch 1880; de Ligt 2012; DGRG; PECS; Sear 2006.,10.0,Walls,['Municipium'],"['Amphitheatre', 'Baths', 'Theatre', 'Walls?']",4,POINT (11.913251 45.801703),1041,,,,,907.0,
1041,Hanson2016_1042,Adria,Adria,Italia (X Venetia et Histria),Italy,4 or 5,40 C2,-600,,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Hansen and Nielsen 2004; PECS; Salmon 1969; Sear 2006.,,,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Basilica', 'Baths', 'Harbour', 'Theatre', 'Walls']",6,POINT (12.056242 45.054003),1042,,,,,1000.0,
1042,Hanson2016_1043,Albona,Labin,Italia (X Venetia et Histria),Croatia,4 or 5,20 B4,-44,,Wilkes 2003a.,,,"['Municipium', 'Rights and privileges']",['Baths'],1,POINT (14.115748 45.098398),1043,,,,,1000.0,
1043,Hanson2016_1044,Altinum,Altino,Italia (X Venetia et Histria),Italy,3,40 C1,-50,,Beloch 1880; de Ligt 2012; DGRG; PECS; Sear 2006.,133.0,Inhabited area,"['Colonia', 'Municipium']","['Amphitheatre', 'Basilica', 'Baths', 'Temple', 'Temple', 'Theatre', 'Theatre', 'Unidentified public building', 'Urban grid', 'Walls']",10,POINT (12.400964 45.549242),1044,,,,,28787.0,
1044,Hanson2016_1045,Aquileia,Aquileia,Italia (X Venetia et Histria),Italy,2,19 F4,-181,,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilkes 2003b; Wilson 2011.,80.0,Walls of Julian the Apostate,"['Colonia', 'Colonia', 'Colonia?', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Basilica', 'Baths', 'Baths (Large)', 'Baths (Small)', 'Circus', 'Forum', 'Forum', 'Macellum', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Urban grid', 'Urban grid', 'Walls', 'Walls (Late Roman)', 'Walls of Julian the Apostate']",18,POINT (13.367051 45.765269),1045,97.0,97.0,97.0,19667.0,14596.0,1.3474239517676077
1045,Hanson2016_1046,Ateste,Este,Italia (X Venetia et Histria),Italy,4 or 5,40 B2,-400,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969; Sear 2006.,50.0,Inhabited area,"['Colonia', 'Colonia', 'Municipium']","['Forum?', 'Theatre', 'Urban grid?']",3,POINT (11.666667 45.233333),1046,,,,,7790.0,
1046,Hanson2016_1047,Bellunum,Belluno,Italia (X Venetia et Histria),Italy,4 or 5,19 E3,-220,,de Ligt 2012; DGRG.,13.0,Inhabited area,['Municipium'],,0,POINT (12.217395 46.140032),1047,,,,,1288.0,
1047,Hanson2016_1048,Brixia,Brescia,Italia (X Venetia et Histria),Italy,2,39 G2,-89,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; McEvedy 2011; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,35.0,Urban grid,"['Colonia', 'Municipium']","['Basilica', 'Forum', 'Sanctuary', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Urban grid', 'Walls']",8,POINT (10.219836 45.539406),1048,98.0,98.0,98.0,7790.0,4837.0,1.610502377506719
1048,Hanson2016_1049,Concordia,Concordia,Italia (X Venetia et Histria),Italy,3,40 D1,-42,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Sear 2006.,42.0,Urban grid and walls,['Colonia'],"['Basilica', 'Baths', 'Bridge', 'Forum', 'Theatre', 'Urban grid', 'Walls']",7,POINT (12.844317 45.756918),1049,,,,,6171.0,
1049,Hanson2016_1050,Emona,Ljubljana,Italia (X Venetia et Histria),Slovenia,3,20 B3,-27,,BNP; PECS; Salmon 1969; Wilkes 2003b; Wilson 2011.,23.0,"Walls and urban grid, 523 by 425 m",['Colonia'],"['Basilica', 'Fort?', 'Forum', 'Temple', 'Urban grid', 'Walls']",6,POINT (14.505965 46.051426),1050,,,,,2760.0,
1050,Hanson2016_1051,Feltria,Feltre,Italia (X Venetia et Histria),Italy,4 or 5,19 D3,-100,,Beloch 1880; de Ligt 2012; DGRG; Wilkes 2003b.,21.0,Inhabited area,['Municipium?'],,0,POINT (11.900036 46.016657),1051,,,,,2444.0,
1051,Hanson2016_1052,Flanona,Plomin,Italia (X Venetia et Histria),Croatia,3,20 B4,-44,,BNP; Wilkes 2003a.,,,"['Municipium', 'Rights and privileges']",,0,POINT (14.172682 45.13821400000001),1052,,,,,1000.0,
1052,Hanson2016_1053,Forum Iulii (X Venetia et Histria),Cividale del Friuli,Italia (X Venetia et Histria),Italy,3,19 F3,-50,,de Ligt 2012; PECS.,12.0,Walls,['Municipium'],"['Basilica', 'Baths', 'Forum', 'Urban grid', 'Walls', 'Walls']",6,POINT (13.431047 46.092796),1053,,,,,1157.0,
1053,Hanson2016_1054,Iulium Carnicum,Zuglio,Italia (X Venetia et Histria),Italy,4 or 5,19 F3,-50,,Beloch 1880; de Ligt 2012; PECS; Salmon 1969; Wilkes 2003b.,,,"['Colonia', 'Municipium']","['Aqueduct', 'Basilica', 'Baths', 'Capitolium', 'Forum', 'Temple of Hercules', 'Unidentified public building']",7,POINT (13.025796 46.460796),1054,,,,,1000.0,
1054,Hanson2016_1055,Mantua,Mantova,Italia (X Venetia et Histria),Italy,4 or 5,39 H3,-100,,Beloch 1880; de Ligt 2012; PECS; Woloch 1983.,8.0,Inhabited area,"['Municipium', 'Rights and privileges', 'Rights and privileges']",['Walls'],1,POINT (10.794299 45.159243),1055,,,,,673.0,
1055,Hanson2016_1056,Nesactium,Viza?e,Italia (X Venetia et Histria),Croatia,4 or 5,20 A5,-177,,Beloch 1880; de Ligt 2012; DGRG; PECS.,8.0,Walls,['Municipium'],"['Fort?', 'Forum', 'Temple', 'Unidentified public building', 'Walls']",5,POINT (13.969722 44.916667),1056,,,,,673.0,
1056,Hanson2016_1057,Opitergum,Oderzo,Italia (X Venetia et Histria),Italy,4 or 5,40 D1,-100,,Beloch 1880; de Ligt 2012; PECS; Salmon 1969.,37.0,Inhabited area,"['Colonia', 'Municipium']","['Basilica', 'Forum', 'Temple of Jupiter Ammon?', 'Temple of Mars?', 'Walls']",5,POINT (12.490642 45.781115),1057,,,,,5210.0,
1057,Hanson2016_1058,Parentium,Porec,Italia (X Venetia et Histria),Croatia,3,20 A4,-177,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; MacMullen 2000; PECS; Salmon 1969.,9.0,Urban grid and walls,"['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Capitolium', 'Fort?', 'Forum', 'Temple of Mars', 'Temple of Neptune', 'Urban grid', 'Walls']",7,POINT (13.597752 45.226697),1058,,,,,788.0,
1058,Hanson2016_1059,Patavium,Padua,Italia (X Venetia et Histria),Italy,2,40 B2,-50,,Beloch 1880; de Ligt 2012; Golvin 1988; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Sear 2006; Wilson 2011.,130.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Bridge', 'Bridge', 'Bridge', 'Bridge', 'Circus?', 'Market', 'Market', 'Market', 'Mithraeum', 'Theatre', 'Urban grid', 'Walls?']",13,POINT (11.876589 45.409568),1059,,,,,27923.0,
1059,Hanson2016_1060,Pola,Pula,Italia (X Venetia et Histria),Croatia,3,20 A5,-178,,Beloch 1880; Beloch 1886; Benario 1981; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,24.0,Walls,"['Colonia', 'Colonia']","['Amphitheatre', 'Aqueduct', 'Arch of Sergii `', 'Fort', 'Forum', 'Odeum', 'Temple of Augustus and Rome', 'Temple of Diana or Hercules', 'Temple?', 'Theatre (Large)', 'Walls', 'Walls (Late Antique)']",12,POINT (13.841147 44.869652),1060,,,,,2922.0,
1060,Hanson2016_1061,Tarvisium,Treviso,Italia (X Venetia et Histria),Italy,4 or 5,40 C1,-50,,Beloch 1880; de Ligt 2012; PECS.,30.0,Inhabited area,['Municipium'],"['Forum', 'Temple', 'Urban grid', 'Walls']",4,POINT (12.242072 45.666286),1061,,,,,3937.0,
1061,Hanson2016_1062,Tergestum,Trieste,Italia (X Venetia et Histria),Italy,3,19 F4,-43,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,15.0,Walls,"['Colonia', 'Municipium?']","['Aqueduct', 'Arch', 'Basilica', 'Forum', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Urban grid', 'Walls']",9,POINT (13.770245 45.648459),1062,,,,,1559.0,
1062,Hanson2016_1063,Tridentum,Trento,Italia (X Venetia et Histria),Italy,3,39 I1,-23,,Beloch 1880; de Ligt 2012; PECS; Salmon 1969; Wilkes 2003b.,11.0,Urban grid and walls,['Colonia'],"['Amphitheatre', 'Forum?', 'Urban grid', 'Walls', 'Walls']",5,POINT (11.121006 46.067253),1063,99.0,99.0,99.0,1062.0,1030.0,1.0310679611650486
1063,Hanson2016_1064,Urbana,Unknown,Italia (X Venetia et Histria),Italy,4 or 5,44 F3,-82,,Beloch 1880; de Ligt 2012; DGRG; Salmon 1969.,,,['Colonia'],,0,POINT (11.445288 45.193362),1064,,,,,1000.0,
1064,Hanson2016_1065,Verona,Verona,Italia (X Venetia et Histria),Italy,2,39 H3,-89,,Beloch 1880; Beloch 1886; Benario 1981; Bomgardner 2000; de Ligt 2012; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilkes 2003b; Woloch 1983.,52.0,"Urban grid, walls, and topography","['Colonia', 'Colonia', 'Municipium']","['Amphitheatre', 'Arch', 'Basilica', 'Baths', 'Bridge', 'Capitolium', 'Circus', 'Forum', 'Odeum', 'Theatre', 'Urban grid', 'Walls', 'Walls']",13,POINT (10.997047 45.442663),1065,100.0,100.0,100.0,8209.0,8209.0,1.0
1065,Hanson2016_1066,Vicetia,Vicenza,Italia (X Venetia et Histria),Italy,3,40 B1,-89,,Beloch 1880; de Ligt 2012; PECS; Sear 2006.,28.0,Urban grid,['Municipium'],"['Aqueduct', 'Baths', 'Bridge', 'Bridge', 'Forum', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls']",10,POINT (11.54551 45.547333),1066,,,,,3590.0,
1066,Hanson2016_1067,Bergomum,Bergamo,Italia (XI Transpadana),Italy,3,39 F2,-50,,Beloch 1880; de Ligt 2012; DGRG.,19.0,Inhabited area (Angelini),['Municipium?'],"['Forum', 'Urban grid', 'Walls?']",3,POINT (9.669953 45.694903),1067,,,,,2138.0,
1067,Hanson2016_1068,Comum,Como,Italia (XI Transpadana),Italy,3,39 E2,-59,,Beloch 1880; de Ligt 2012; PECS; Sear 2006.,25.0,Urban grid and walls,['Municipium'],"['Amphitheatre', 'Baths', 'Forum?', 'Theatre', 'Urban grid', 'Walls']",6,POINT (9.082065 45.81011),1068,,,,,3086.0,
1068,Hanson2016_1069,Eporedia,Ivrea,Italia (XI Transpadana),Italy,3,39 B3,-100,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969; Sear 2006.,68.0,"Inhabited area, 65 to 70 ha.","['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Arch', 'Forum', 'Theatre', 'Urban grid', 'Walls']",6,POINT (7.87595 45.4666),1069,,,,,11748.0,
1069,Hanson2016_1070,Laumellum,Lomello,Italia (XI Transpadana),Italy,4 or 5,39 D3,-27,,de Ligt 2012; DGRG.,10.0,Inhabited area,['Municipium'],['Walls'],1,POINT (8.79735 45.122042),1070,,,,,907.0,
1070,Hanson2016_1071,Laus Pompeia,Unknown,Italia (XI Transpadana),Italy,4 or 5,39 E3,-510,,Beloch 1880; BNP; de Ligt 2012; Hansen and Nielsen 2004; Sear 2006.,20.0,Inhabited area,['Colonia'],"['Theatre?', 'Walls']",2,POINT (9.418777 45.303456),1071,,,,,2290.0,
1071,Hanson2016_1072,Mediolanum (Italia (XI Transpadana)),Milan,Italia (XI Transpadana),Italy,1,39 E3,-89,,Beloch 1880; Beloch 1886; Benario 1981; de Ligt 2012; Golvin 1988; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,105.0,Walls,"['Colonia', 'Colonia', 'Municipium']","['Amphitheatre', 'Baths of Hercules', 'Circus', 'Forum', 'Macellum', 'Temple', 'Theatre', 'Urban grid', 'Urban grid', 'Walls', 'Walls']",11,POINT (9.188141 45.463689),1072,,,,,20991.0,
1072,Hanson2016_1073,Novaria,Novara,Italia (XI Transpadana),Italy,3,39 D3,-50,,Beloch 1880; de Ligt 2012; PECS.,32.0,Urban grid and walls,['Municipium'],"['Forum', 'Urban grid', 'Walls']",3,POINT (8.621834 45.446198),1073,,,,,4291.0,
1073,Hanson2016_1074,Ticinum,Pavia,Italia (XI Transpadana),Italy,4 or 5,39 E3,-50,,Beloch 1880; de Ligt 2012; McEvedy 2011; PECS; Sear 2006.,44.0,Urban grid and walls,['Municipium'],"['Amphitheatre', 'Arch?', 'Baths', 'Forum?', 'Theatre', 'Urban grid', 'Walls']",7,POINT (9.155163999999999 45.184912),1074,101.0,101.0,101.0,6567.0,6567.0,1.0
1074,Hanson2016_1075,Vercellae,Vercelli,Italia (XI Transpadana),Italy,3,39 C3,-50,,Beloch 1880; de Ligt 2012; Nelis-Clément and Roddaz 2008; PECS.,38.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Baths', 'Baths', 'Circus?', 'Forum', 'Theatre', 'Urban grid', 'Walls']",10,POINT (8.422794999999999 45.325287),1075,,,,,5399.0,
1075,Hanson2016_1076,Aeminium,Coimbra,Lusitania,Portugal,3,24 C4,-50,,PECS.,,,,"['Aqueduct', 'Arch?', 'Arch?', 'Baths', 'Forum', 'Sanctuary?']",6,POINT (-8.415964000000001 40.213267),1076,,,,,1000.0,
1076,Hanson2016_1077,Augusta Emerita,Mérida,Lusitania,Spain,2,26 D3,-25,,Benario 1981; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Golvin 1988; Humphrey 1986; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.,81.0,Walls,"['Colonia', 'Colonia', 'Conventus capital', 'Provincial capital', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch of Cimbron', 'Arch of Trajan?', 'Baths', 'Baths', 'Bridge', 'Circus', 'Forum', 'Forum', 'Sanctuary of Mithras, Serapis, etc', 'Temple', 'Temple', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Temple of Diana', 'Temple of Mars', 'Theatre', 'Urban grid', 'Urban grid', 'Walls']",24,POINT (-6.338496 38.915571),1077,102.0,102.0,102.0,14841.0,14841.0,1.0
1077,Hanson2016_1078,Balsa,Tavira,Lusitania,Portugal,3,26 C4,-50,,DGRG; Nelis-Clément and Roddaz 2008; PECS.,,,"['Municipium', 'Rights and privileges']",['Circus?'],1,POINT (-7.649448 37.126277),1078,,,,,1000.0,
1078,Hanson2016_1079,Caesarobriga,Talavera de la Reina,Lusitania,Spain,4 or 5,27 A2,-50,,Keay 1998.,,,"['Municipium', 'Rights and privileges']","['Bridge', 'Circus', 'Forum', 'Temple', 'Temple of Mercury', 'Theatre', 'Walls']",7,POINT (-4.832609 39.95822800000001),1079,,,,,1000.0,
1079,Hanson2016_1080,Capera,Cáparra,Lusitania,Spain,3,24 E4,-50,,Carreras Monfort 1995-1996; PECS; Sear 2006.,16.0,Walls,['Rights and privileges'],"['Amphitheatre', 'Arch', 'Circus', 'Forum', 'Temple of Jupiter', 'Theatre', 'Unidentified public building', 'Walls']",8,POINT (-6.101091 40.166755),1080,,,,,1700.0,
1080,Hanson2016_1081,Conimbriga,Condeixa a Velha,Lusitania,Portugal,3,24 C4,-27,,Carreras Monfort 1995-1996; Golvin 1988; PECS.,23.0,Walls (Roman),['Municipium'],"['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Baths', 'Baths', 'Baths', 'Forum', 'Temple', 'Temple of Augustus and Rome', 'Walls (Late Roman)', 'Walls (Roman)']",12,POINT (-8.494923 40.099154),1081,103.0,103.0,103.0,2828.0,2760.0,1.0246376811594202
1081,Hanson2016_1082,Ebora,Evora,Lusitania,Portugal,3,26 C3,-57,,BNP; Carreras Monfort 1995-1996; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.,12.0,Walls,"['Municipium', 'Rights and privileges']","['Aqueduct', 'Arch', 'Circus?', ""Temple of the imperial cult ('Temple of Diana')"", 'Theatre', 'Walls']",6,POINT (-7.907296 38.572638),1082,,,,,1157.0,
1082,Hanson2016_1083,Egitania,Idanha a Velha,Lusitania,Portugal,3,26 C2,-50,,DGRG; PECS.,6.0,Walls,['Municipium'],"['Baths', 'Bridge', 'Forum?', 'Temple of Mars', 'Temple of Venus', 'Urban grid', 'Walls']",7,POINT (-7.144524000000001 39.997054),1083,,,,,458.0,
1083,Hanson2016_1084,Lacimurga,Unknown,Lusitania,Spain,4 or 5,26 E2,-49,,MacMullen 2000.,,,['Colonia?'],,0,POINT (-5.461123000000002 39.091793),1084,,,,,1000.0,
1084,Hanson2016_1085,Metellinum,Medellín,Lusitania,Spain,4 or 5,26 E3,-80,,Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,,,"['Colonia', 'Colonia?', 'Rights and privileges', 'Rights and privileges']","['Bridge', 'Theatre', 'Walls']",3,POINT (-5.958211 38.964642),1085,,,,,1000.0,
1085,Hanson2016_1086,Mirobriga (Lusitania),Santiago do Cacém,Lusitania,Portugal,3,26 B4,-50,,BNP; DGRG; Humphrey 1986; Nelis-Clément and Roddaz 2008; PECS.,,,,"['Basilica?', 'Baths', 'Bridge', 'Circus', 'Curia?', 'Forum', 'Sanctuary of Asclepius', 'Temple', 'Temple', 'Temple of Venus?', 'Walls']",11,POINT (-8.683717999999999 38.010169),1086,,,,,1000.0,
1086,Hanson2016_1087,Myrtilis,Mértola,Lusitania,Portugal,3,26 C4,-50,,DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS.,,,"['Municipium', 'Rights and privileges']","['Circus?', 'Walls']",2,POINT (-7.668794999999998 37.634902),1087,,,,,1000.0,
1087,Hanson2016_1088,Norba Caesarina,Cáceres,Lusitania,Spain,4 or 5,26 D2,-49,,BNP; Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']","['Bridge', 'Walls']",2,POINT (-6.38098 39.454368),1088,,,,,1000.0,
1088,Hanson2016_1089,Olisipo,Lisbon,Lusitania,Portugal,3,26 A3,-138,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.,48.0,Walls,"['Municipium', 'Rights and privileges']","['Aqueduct', 'Arch?', 'Baths', 'Baths of the Augustales', 'Circus', 'Fort?', 'Forum', 'Temple', 'Temple of Cybele', 'Temple of Diana', 'Temple of Idae Phrygiae', 'Temple of Jupiter', 'Temple of Tethys', 'Temple of the imperial cult', 'Theatre', 'Urban grid', 'Walls']",17,POINT (-9.145301999999999 38.721227),1089,,,,,7376.0,
1089,Hanson2016_1090,Ossonoba,Faro,Lusitania,Portugal,3,26 C4,-50,,Carreras Monfort 1995-1996; DGRG; PECS.,30.0,Walls,,"['Forum', 'Temple']",2,POINT (-7.935108 37.01535),1090,,,,,3937.0,
1090,Hanson2016_1091,Pax Iulia,Beja,Lusitania,Portugal,2,26 C4,-49,,Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969.,27.0,Walls,"['Colonia', 'Conventus capital', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre?', 'Aqueduct', 'Arch', 'Circus?', 'Forum', 'Temple', 'Theatre?', 'Urban grid', 'Walls', 'Walls?']",10,POINT (-7.865235 38.015624),1091,,,,,3420.0,
1091,Hanson2016_1092,Salacia,Alcacer do Sal,Lusitania,Portugal,3,26 B3,-50,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008.,10.0,Walls,['Municipium'],"['Circus?', 'Forum']",2,POINT (-8.519503 38.371152),1092,,,,,907.0,
1092,Hanson2016_1093,Salmantica,Salamanca,Lusitania,Spain,3,24 F4,-50,,BNP; DGRG; Russell 1958.,45.0,Unspecified,['Municipium'],['Bridge'],1,POINT (-5.663087 40.964965),1093,,,,,6767.0,
