,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
57,Hanson2016_58,Melos,Unknown,Achaea,Greece,4 or 5,58 G4,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,19.0,Walls,,"['Gymnasium?', 'Odeum', 'Sanctuary of Asclepius', 'Sanctuary of Poseidon', 'Stadium?', 'Theatre', 'Walls']",7,POINT (24.420716 36.733024),58,,,,,2138.0,
58,Hanson2016_59,Messene,Mavromati,Achaea,Greece,2,58 B3,-369,,Beloch 1886; BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,110.0,Walls,,"['Acropolis', 'Agora', 'Baths', 'Bouleuterion', 'Fountain', 'Gymnasium', 'Market', 'Odeum', 'Sanctuary of Zeus Ithomatas', 'Sebasteion', 'Stadium', 'Stoa', 'Stoa', 'Stoa', 'Stoa', 'Temple of Artemis Limnatas', 'Temple of Artemis Orthia', 'Temple of Asclepius', 'Theatre', 'Urban grid', 'Walls']",21,POINT (22.008029 37.051363),59,,,,,22337.0,
59,Hanson2016_60,Methone,Modon,Achaea,Greece,3,58 B4,-600,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,33.0,Walls,['Rights and privileges'],"['Agora?', 'Bridge', 'Temple of Artemis', 'Temple of Athena Anemotis', 'Walls']",5,POINT (23.069231 39.327999),60,,,,,4471.0,
60,Hanson2016_61,Naryca,Rengini,Achaea,Greece,4 or 5,55 D3,-600,117.0,BNP; Hansen and Nielsen 2004; PECS.,,,,"['Acropolis', 'Temple', 'Theatre?', 'Walls']",4,POINT (22.728224 38.717052),61,,,,,1000.0,
61,Hanson2016_62,Naxus,Kastro,Achaea,Greece,4 or 5,61 A3,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,20.0,Walls,,"['Acropolis', 'Agora', 'Temple of Dionysus', 'Theatre', 'Urban grid?', 'Walls']",6,POINT (25.519984 36.995779),62,,,,,2290.0,
62,Hanson2016_63,Nea Pleuron,Pleuron,Achaea,Greece,3,55 A4,-230,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,21.0,Walls,,"['Acropolis', 'Agora', 'Gymnasium', 'Stoa', 'Temple of Athena', 'Theatre', 'Walls']",7,POINT (21.41202 38.414861),63,,,,,2444.0,
63,Hanson2016_64,Neon,Velitsa,Achaea,Greece,3,55 D3,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,15.0,Walls,,"['Acropolis', 'Market', 'Temple of Asclepius', 'Temple of Athena', 'Temple of Isis', 'Theatre', 'Walls']",7,POINT (22.66757 38.584053),64,,,,,1559.0,
64,Hanson2016_65,Nicopolis (Achaea),Palioprevesa,Achaea,Greece,3,54 C3,-30,,BNP; DGRG; Jones 1937; PECS; Russell 1958; Sear 2006.,174.0,Walls (Augustan),"['Colonia', 'Provincial capital', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Baths', 'Forum', 'Gymnasium', 'Nymphaeum', 'Odeum', 'Sanctuary of Apollo', 'Stadium', 'Theatre', 'Urban grid', 'Walls', 'Walls']",13,POINT (20.733395 39.026505),65,,,,,41221.0,
65,Hanson2016_66,Oeniadae,Oiniadai,Achaea,Greece,3,54 D5,-600,,BNP; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,69.0,Walls,,"['Baths', 'Temple', 'Theatre', 'Walls']",4,POINT (21.212962 38.398985),66,,,,,11979.0,
66,Hanson2016_67,Onchesmus,Sarandë,Achaea,Albania,4 or 5,54 B2,-600,,BNP; DGRG; PECS; Sear 2006.,,,,"['Theatre', 'Walls']",2,POINT (20.000687 39.869988),67,,,,,1000.0,
67,Hanson2016_68,Orchomenus Arcadicus,Kalpali,Achaea,Greece,3,58 C2,-600,200.0,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,91.0,Walls,,"['Acropolis', 'Agora', 'Baths?', 'Bouleuterion', 'Stoa', 'Stoa', 'Temple of Aphrodite', 'Temple of Artemis Mesopolitis', 'Temple of Poseidon', 'Theatre', 'Walls']",11,POINT (22.31536 37.724716),68,,,,,17338.0,
68,Hanson2016_69,Orchomenus Minyeaus,Skripú,Achaea,Greece,2,55 D4,-600,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,28.0,Walls,,"['Acropolis', 'Stoa', 'Stoa', 'Temple', 'Temple of Asclepius', 'Temple of Dionysus', 'Temple of the Charites', 'Theatre', 'Walls']",9,POINT (22.981125 38.493255),69,,,,,3590.0,
69,Hanson2016_70,Oricus,Pascha Liman,Achaea,Albania,4 or 5,49 B3,-600,,BNP; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,5.0,Inhabited area,,"['Acropolis', 'Temple of Aphrodite?', 'Temple of Dioscuri?', 'Temple of Eros?', 'Theatre', 'Walls']",6,POINT (19.451817 40.323257),70,,,,,359.0,
70,Hanson2016_71,Oropus,Skala Oropou,Achaea,Greece,3,59 C1,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,,"['Acropolis', 'Stadium', 'Stoa', 'Temple', 'Temple of Amphiaraos', 'Theatre']",6,POINT (23.775844 38.320255),71,,,,,1000.0,
71,Hanson2016_72,Paeania,Mastru?,Achaea,Greece,3,59 C3,-600,,BNP; DGRG.,,,,['Theatre?'],1,POINT (23.855299 37.958506),72,,,,,1000.0,
72,Hanson2016_73,Pallantium,Pallantion,Achaea,Greece,4 or 5,58 C3,-400,,BNP; DGRG; Hansen and Nielsen 2004; PECS.,,,['Rights and privileges'],"['Acropolis', 'Agora?', 'Temple', 'Temple of Athena Soteira and Poseidon', 'Temple of Demeter and Kore', 'Temple of the Pure Gods']",6,POINT (22.336587 37.462155),73,,,,,1000.0,
73,Hanson2016_74,Paros,Paroikia,Achaea,Greece,4 or 5,61 A3,-700,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,50.0,Walls,,"['Acropolis', 'Bouleuterion', 'Prytaneum', 'Temple of Apollo Delios', 'Temple of Apollo Pythias', 'Temple of Asclepius', 'Temple of Athena', 'Temple of Demeter Thesmophoros', 'Theatre', 'Walls']",10,POINT (25.146409 37.076431),74,,,,,7790.0,
74,Hanson2016_75,Passaron,Radotovi,Achaea,Greece,4 or 5,54 C2,-600,,DGRG; Hansen and Nielsen 2004; Hansen and Nielsen 2006; PECS.,14.0,Walls,,"['Acropolis', 'Temple of Zeus Areios', 'Theatre', 'Walls']",4,POINT (20.752394 39.733007),75,,,,,1422.0,
75,Hanson2016_76,Patrae,Patrai,Achaea,Greece,2,58 B1,-600,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; MacMullen 2000; PECS; Salmon 1969; Sear 2006; Wilson 2011.,,,"['Colonia', 'Colonia', 'Metropolis capital?', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Agora', 'Amphitheatre', 'Aqueduct', 'Baths', 'Bridge', 'Odeum', 'Sanctuary', 'Temple of Artemis Laphria', 'Temple of Demeter', 'Temple of Zeus', 'Theatre', 'Urban grid', 'Walls']",14,POINT (21.737066 38.254465),76,,,,,1000.0,
76,Hanson2016_77,Pelinna,Palaiogardiki,Achaea,Greece,4 or 5,55 C1,-400,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,56.0,Walls,,"['Acropolis', 'Stoa', 'Stoa', 'Temple', 'Temple', 'Temple?', 'Theatre?', 'Walls']",8,POINT (21.951944 39.576637),77,,,,,9063.0,
77,Hanson2016_78,Pellene,Zougra,Achaea,Greece,3,58 D1,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS.,,,,"['Acropolis', 'Gymnasium?', 'Sanctuary of Apollo Theoxenios', 'Sanctuary of Artemis', 'Sanctuary of Dionysus', 'Sanctuary of Eileithyia', 'Sanctuary of Poseidon', 'Temple of Athena', 'Theatre', 'Walls', 'Walls']",11,POINT (22.548344 38.043207),78,,,,,1000.0,
78,Hanson2016_79,Peparethum,Piperi,Achaea,Greece,3,55 F2,-101,,BNP; DGRG; Hansen and Nielsen 2004.,,,,"['Prytaneum', 'Temple', 'Walls']",3,POINT (23.719616 39.119096),79,,,,,1000.0,
79,Hanson2016_80,Phalanna,Karadjóli,Achaea,Greece,4 or 5,55 C1,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,,"['Acropolis', 'Sanctuary of Hades and Persephone', 'Temple of Athena Polias', 'Theatre']",4,POINT (22.193106 39.708507),80,,,,,1000.0,
80,Hanson2016_81,Pharsalus,Farsala,Achaea,Greece,3,55 C2,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,['Rights and privileges'],"['Acropolis', 'Temple of Zeus Thaulios', 'Theatre', 'Walls', 'Walls']",5,POINT (22.38454 39.293958),81,,,,,1000.0,
81,Hanson2016_82,Pheneus,Feneos,Achaea,Greece,3,58 C2,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004.,20.0,Walls,,"['Acropolis', 'Stadium', 'Temple of Asclepius', 'Temple of Athena Tritonia', 'Temple of Hermes', 'Walls']",6,POINT (22.295238 37.919454),82,,,,,2290.0,
82,Hanson2016_83,Pherae,Velestino,Achaea,Greece,3,55 D2,-400,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,91.0,"Walls, 82 to 100 ha.",,"['Acropolis', 'Agora?', 'Temple of Artemis Ennodia', 'Temple?', 'Theatre?', 'Walls']",6,POINT (22.753851 39.379043),83,,,,,17338.0,
83,Hanson2016_84,Phigalia,Phigaleia,Achaea,Greece,3,58 B3,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,195.0,Walls,,"['Acropolis', 'Agora', 'Fountain', 'Gymnasium', 'Sanctuary of Artemis Soteirias', 'Sanctuary of Asclepius', 'Sanctuary of Athena', 'Sanctuary of Hygeia', 'Stoa', 'Temple of Artemis Eurynome', 'Temple of Dionysus Akratophoros', 'Theatre', 'Walls']",13,POINT (21.839109 37.39629),84,,,,,47999.0,
84,Hanson2016_85,Phlius,Phlius,Achaea,Greece,3,58 D2,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,60.0,Walls,,"['Acropolis', 'Agora', 'Basilica', 'Bouleuterion?', 'Dikasterion?', 'Nymphaeum', 'Temple of Asclepius', 'Temple of Demeter', 'Temple of Demeter', 'Temple of Hebe or Ganymeda', 'Theatre', 'Walls']",12,POINT (22.641069 37.831664),85,,,,,9938.0,
85,Hanson2016_86,Phoenice,Finike,Achaea,Albania,3,54 B2,-600,,BNP; Hansen and Nielsen 2004; PECS; Sear 2006.,47.0,Walls,,"['Acropolis', 'Theatre', 'Walls', 'Walls', 'Walls', 'Walls']",6,POINT (20.057993 39.913158),86,,,,,7172.0,
86,Hanson2016_87,Piraeus,Piraeus,Achaea,Greece,3,59 B3,-600,,Hansen 2006; McEvedy 2011; PECS; Sear 2006.,141.0,Urban grid,,"['Acropolis', 'Agora (Hippodameia)', 'Bouleuterion?', 'Harbour (Grand)', 'Harbour (Mouychia)', 'Harbour (Zea)', 'Theatre (Munichia Hill)', 'Theatre (Zea Harbour)', 'Urban grid', 'Walls (Archaic)', 'Walls (Classical)']",11,POINT (23.641103 37.950902),87,,,,,31124.0,
87,Hanson2016_88,Plataea,Plataea,Achaea,Greece,3,55 E4,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,81.0,Walls,['Rights and privileges'],"['Agora', 'Temple of Artemis?', 'Temple of Athena?', 'Temple of Demeter', 'Temple of Hera?', 'Temple of Zeus Eleutherios?', 'Urban grid', 'Walls', 'Walls']",9,POINT (23.26689 38.215488),88,,,,,14841.0,
88,Hanson2016_89,Proerna,Gythokastro,Achaea,Greece,3,55 C2,-600,,Hansen and Nielsen 2004; PECS.,,,,"['Acropolis', 'Shrine of Demeter?', 'Theatre?', 'Walls']",4,POINT (22.297255 39.241243),89,,,,,1000.0,
89,Hanson2016_90,Rhamnus,Rhamnous,Achaea,Greece,3,59 D2,-500,,PECS; Sear 2006.,,,,"['Acropolis', 'Harbour', 'Sanctuary of Amphiaros', 'Sanctuary of Nemesis', 'Sanctuary of Themis', 'Theatre', 'Walls']",7,POINT (24.028009 38.222727),90,,,,,1000.0,
90,Hanson2016_91,Scotussa,Suplí,Achaea,Greece,3,55 D2,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006; Wilkes 2003b.,,,['Rights and privileges'],"['Acropolis', 'Temple of Zeus Phegonaios', 'Theatre', 'Walls']",4,POINT (22.574579 39.37552),91,,,,,1000.0,
91,Hanson2016_92,Sicyon,Basiliko,Achaea,Greece,2,58 D2,-303,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,175.0,Walls,,"['Acropolis', 'Agora', 'Agora', 'Baths', 'Bouleuterion', 'Fountain', 'Fountain', 'Fountain', 'Gymnasium', 'Prytaneum', 'Sanctuary of the Nymphs', 'Sanctuary of Tyche Akraia and the Dioscuri', 'Stadium', 'Stoa', 'Stoa', 'Temple of Artemis Limnaia', 'Temple of Athena', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls']",22,POINT (22.726044 37.9799),92,,,,,41538.0,
92,Hanson2016_93,Sparta,Sparti,Achaea,Greece,2,58 C3,-800,,Beloch 1886; BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,304.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Baths', 'Gymnasium', 'Palaestra', 'Stoa', 'Temple of Artemis Orthia', 'Temple of Athena Chalkioikos', 'Theatre', 'Theatre (Temple of Artemis Ortheia)', 'Theatre-sanctuary (Sanctuary of Artemis Orytha)', 'Unidentified public building', 'Walls', 'Walls (Late Antique)']",14,POINT (22.432584 37.074301),93,,,,,86872.0,
93,Hanson2016_94,Stratus,Surovigli,Achaea,Greece,3,54 D4,-600,-30.0,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Sear 2006PECS.,77.0,Walls,,"['Acropolis', 'Agora', 'Bouleuterion', 'Gymnasium', 'Stoa', 'Stoa', 'Temple of Zeus', 'Theatre', 'Urban grid', 'Walls']",10,POINT (21.31366 38.666849),94,,,,,13870.0,
94,Hanson2016_95,Stymphalum,Stymphalos,Achaea,Greece,3,58 C2,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,40.0,Walls,,"['Acropolis', 'Agora', 'Aqueduct', 'Nymphaeum', 'Palaestra', 'Stoa', 'Temple', 'Temple of Athena Polias', 'Theatre', 'Urban grid', 'Walls']",11,POINT (22.45934 37.859281),95,,,,,5782.0,
95,Hanson2016_96,Tanagra,Graimadha,Achaea,Greece,3,59 B1,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,62.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Gymnasium', 'Temple of Aphrodite', 'Temple of Apollo', 'Temple of Dionysus?', 'Temple of Hermes', 'Temple of Hermes', 'Temple of Themis', 'Theatre', 'Urban grid', 'Walls']",12,POINT (23.536834 38.32732),96,,,,,10384.0,
96,Hanson2016_97,Tegea,Alea,Achaea,Greece,2,58 C3,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,190.0,Walls,,"['Agora', 'Baths', 'Gymnasium', 'Macellum', 'Sanctuary of Demeter and Kore', 'Temple of Athena Alea', 'Theatre', 'Theatre (Rectilinear)', 'Walls']",9,POINT (22.417226 37.427653),97,,,,,46362.0,
97,Hanson2016_98,Teuthrone,Kotrónes,Achaea,Greece,4 or 5,58 C4,-600,,DGRG; Hansen 2006; PECS.,8.0,Inhabited area,,"['Baths', 'Gymnasium']",2,POINT (22.489063 36.621145),98,,,,,673.0,
98,Hanson2016_99,Thaumacia,Unknown,Achaea,Greece,3,55 C2,-400,,BNP; DGRG; Hansen and Nielsen 2004; PECS.,,,,"['Acropolis', 'Gymnasium', 'Walls']",3,POINT (22.321996 39.126554),99,,,,,1000.0,
99,Hanson2016_100,Thebae,Thebes,Achaea,Greece,2,55 E4,-800,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,30.0,Inhabited area,,"['Acropolis', 'Fountain', 'Gymnasium', 'Gymnasium', 'Hippodrome', 'Sanctuary of Cabiri', 'Sanctuary of Dionysus', 'Sanctuary of Poseidon Hippodromios', 'Stadium', 'Stadium', 'Stoa', 'Stoa', 'Temple of Apollo Hismenios', 'Temple of Artemis Eukleia', 'Temple of Athena Onka', 'Temple of Hercules', 'Theatre (North)', 'Theatre (Protidean Gate)', 'Theatre-sanctuary (Sanctuary of Cabiri)', 'Walls', 'Walls']",21,POINT (23.317799 38.319077),100,,,,,3937.0,
100,Hanson2016_101,Thebae Phthiotides,Nea Anchialos,Achaea,Greece,3,55 D2,-400,-27.0,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,40.0,Walls,,"['Acropolis', 'Stoa', 'Temple of Athena Polias', 'Theatre', 'Unidentified public building', 'Walls', 'Walls']",7,POINT (22.762344 39.27303),101,,,,,5782.0,
101,Hanson2016_102,Thera,Thera,Achaea,Greece,4 or 5,61 A5,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,,"['Agora', 'Baths', 'Baths', 'Gymnasium', 'Stoa', 'Stoa', 'Temple of Apollo Carneus', 'Temple of Apollo Pythias', 'Temple of Athena Polias', 'Temple of Caesar', 'Temple of Demeter and Kore', 'Temple of Dionysus', 'Temple of Isis, Serapis, and Anubis', 'Temple of Zeus', 'Theatre', 'Walls', 'Walls']",17,POINT (25.474522 36.352514),102,,,,,1000.0,
102,Hanson2016_103,Thespiae,Thespiae,Achaea,Greece,3,55 E4,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,53.0,Inhabited area,['Rights and privileges'],"['Agora', 'Temple of Apollo', 'Temple of Eros?', 'Temple of Hercules', 'Temple of the Muses', 'Theatre', 'Walls', 'Walls', 'Walls']",9,POINT (23.150051 38.302836),103,,,,,8421.0,
103,Hanson2016_104,Thisbe,Thisvi,Achaea,Greece,3,55 D4,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,49.0,Inhabited area,,"['Acropolis', 'Agora?', 'Temple of Hercules', 'Walls']",4,POINT (22.967793 38.260887),104,,,,,7582.0,
104,Hanson2016_105,Thoricus,Velatouri,Achaea,Greece,3,59 D4,-600,1.0,BNP; DGRG; PECS; Sear 2006.,,,,"['Acropolis', 'Harbour', 'Stoa', 'Stoa', 'Temple of Demeter and Persephone?', 'Temple of Dionysus', 'Temple of Hygeia', 'Theatre', 'Walls']",9,POINT (24.053491 37.737524),105,,,,,1000.0,
105,Hanson2016_106,Thyrium,Unknown,Achaea,Greece,3,54 C4,-600,,DGRG; Hansen and Nielsen 2004.,,,['Rights and privileges'],"['Agora?', 'Walls']",2,POINT (20.980902 38.854918),106,,,,,1000.0,
106,Hanson2016_107,Torybea,Torybeia,Achaea,Greece,4 or 5,54 D4,-600,,BNP; Hansen 2006; Hansen and Nielsen 2004.,31.0,Walls,,"['Agora?', 'Stoa', 'Stoa', 'Urban grid', 'Walls']",5,POINT (21.726328 38.355158),107,,,,,4113.0,
107,Hanson2016_108,Troezen,Troizina,Achaea,Greece,3,58 E3,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,41.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Baths', 'Gymnasium', 'Prytaneum', 'Sanctuary of Asclepius', 'Sanctuary of Hippolytos', 'Stadium', 'Stoa', 'Temple of Aphrodite Ascraea', 'Temple of Aphrodite Calascopia', 'Temple of Apollo Epibaterius', 'Temple of Apollo Thearius', 'Temple of Artemis Lykeia', 'Temple of Artemis Soteira', 'Temple of Athena Polias', 'Temple of Isis', 'Temple of Pan or Aphrodite Akraia', 'Temple of the Muses', 'Temple of Zeus Soter', 'Theatre', 'Walls']",22,POINT (23.362481 37.496574),108,,,,,5976.0,
108,Hanson2016_109,Zacynthus,Unknown,Achaea,Greece,4 or 5,54 inset,-800,,BNP; DGRG; Hansen and Nielsen 2004.,,,['Rights and privileges'],"['Acropolis', 'Sanctuary', 'Stadium', 'Temple', 'Temple']",5,POINT (20.892091 37.787178),109,,,,,1000.0,
109,Hanson2016_110,Alexandria (Aegyptus),Alexandria,Aegyptus,Egypt,1,74 B2,-322,,Beloch 1886; Bowman 2011; Cohen 2006; Humphrey 1986; Johnson 1936; Jones 1937; McEvedy 2011; PECS; Russell 1958; Sear 2006; Wilson 2011.,972.0,Urban grid,"['Metropolis capital', 'Provincial capital']","['Agora?', 'Amphitheatre', 'Baths', 'Baths', 'Bouleuterion?', 'Colonnaded streets', 'Dikasterion', 'Gymnasium', 'Harbour (East)', 'Harbour (West)', 'Hippodrome', 'Library', 'Library (Royal)', 'Lighthouse (Pharos)', 'Museum (Great Library)', 'Odeum', 'Sanctuary of Poseidon', 'Stadium (Heptastadium)', 'Temple (Timonium)', 'Temple of Alexander', 'Temple of Caesar or Augustus', 'Temple of Isis', 'Temple of Pan (Panium)', 'Temple of Poseidon', 'Temple of Saturn', 'Temple of Serapis', 'Temple of the Ptolemies', 'Theatre', 'Urban grid', 'Walls']",30,POINT (29.903728 31.195024),110,3.0,3.0,3.0,410535.0,410502.0,1.0000803893769092
110,Hanson2016_111,Antaeopolis,Qaw el Kebir,Aegyptus,Egypt,3,77 F3,-323,,Bagnall 1993; Jones 1937.,,,['Metropolis (nome) capital'],,0,POINT (31.517443 26.899283),111,,,,,1000.0,
111,Hanson2016_112,Antinoopolis,Sheikh Abadah,Aegyptus,Egypt,3,77 D1,130,,Bagnall 1993; BNP; Boatwright 2000; Bowman 2011; DGRG; Humphrey 1986; Jones 1937; Nelis-Clément and Roddaz 2008; PECS; Russell 1958; Sear 2006; Wilson 2011.,138.0,Urban grid,"['Metropolis (nome) capital', 'Rights and privileges']","['Agora', 'Baths', 'Colonnaded streets', 'Gymnasium', 'Hippodrome', 'Stadium', 'Temple of Antinous?', 'Temple of Ramesses II', 'Tetrapylon', 'Theatre', 'Urban grid', 'Walls?']",12,POINT (30.875182 27.81166),112,,,,,30242.0,
112,Hanson2016_113,Aphroditopolis,El Gabalein,Aegyptus,Egypt,3,80 B3,-323,,Bagnall 1993; BNP; Bowman 2011; DGRG; Jones 1937; PECS; Wilson 2011.,125.0,"Inhabited area, 100 or 150 ha.",['Metropolis (nome) capital'],['Temple of Hathor'],1,POINT (32.47394600000001 25.369659),113,,,,,26497.0,
113,Hanson2016_114,Apollonopolis Magna,Kom Edfu,Aegyptus,Egypt,3,80 B4,-323,,Bagnall 1993; BNP; Jones 1937; PECS.,,,['Metropolis (nome) capital'],"['Fort?', 'Temple of Horos']",2,POINT (32.873294 24.979536),114,,,,,1000.0,
114,Hanson2016_115,Apollonopolis Parva,Kom Isfaht,Aegyptus,Egypt,3,80 B2,-323,,Bagnall 1993; Jones 1937; Sear 2006.,,,['Metropolis (nome) capital'],"['Temple of Harwer?', 'Temple of Heqet?', 'Theatre?']",3,POINT (32.710142 25.854554),115,,,,,1000.0,
115,Hanson2016_116,Arsinoe,Kom F?ris,Aegyptus,Egypt,4 or 5,75 D2,-323,,Bagnall 1993; BNP; Bowman 2011; Cohen 2006; DGRG; Jones 1937; PECS; Quinn and Wilson 2013; Russell 1958; Sear 2006; Wilson 2011.,288.0,Inhabited area,['Metropolis (nome) capital'],"['Bouleuterion?', 'Capitolium?', 'Theatre']",3,POINT (30.75 29.250001),116,,,,,80817.0,
116,Hanson2016_117,Athribis,Tell Atrib,Aegyptus,Egypt,3,74 E4,-323,,BNP; BNP; Bowman 2011; DGRG; Jones 1937; PECS; Wilson 2011.,190.0,Inhabited area,['Metropolis (nome) capital'],"['Baths', 'Pylon', 'Temple of Auletes', 'Temple of Horos', 'Temple of Physkon']",5,POINT (31.184479 30.47243),117,,,,,46362.0,
117,Hanson2016_118,Bubastis,Tell Basta,Aegyptus,Egypt,4 or 5,74 F3,-323,,BNP; BNP; Bowman 2011; DGRG; Jones 1937; Wilson 2011.,140.0,Inhabited area,['Metropolis (nome) capital'],['Temple of Bubastis / Artemis'],1,POINT (31.507263 30.576879),118,,,,,30829.0,
118,Hanson2016_119,Busiris,Abu Sir Bana,Aegyptus,Egypt,4 or 5,74 E3,-323,293.0,BNP; DGRG; Jones 1937.,,,['Metropolis (nome) capital'],"['Temple of Darius I', 'Temple of Isis']",2,POINT (31.244444 30.911111),119,,,,,1000.0,
119,Hanson2016_120,Coptos,Kouft,Aegyptus,Egypt,3,80 B1,-323,,Bagnall 1993; Jones 1937.,,,['Metropolis (nome) capital'],,0,POINT (32.815787 25.996402),120,,,,,1000.0,
120,Hanson2016_121,Cussae,El Qusiya,Aegyptus,Egypt,4 or 5,77 D2,-323,,Bagnall 1993.,,,['Metropolis (nome) capital'],,0,POINT (30.817992 27.438184),121,,,,,1000.0,
121,Hanson2016_122,Cynopolis,Al Quais?,Aegyptus,Egypt,4 or 5,75 D4,-323,,Bagnall 1993; BNP; Cohen 2006; DGRG; Jones 1937.,,,['Metropolis (nome) capital'],['Temple of Anubis?'],1,POINT (30.782897 28.479496),122,,,,,1000.0,
122,Hanson2016_123,Diospolis Inferior,Tell el Balamun,Aegyptus,Egypt,4 or 5,74 F2,-323,,DGRG.,79.0,Inhabited area,['Metropolis (nome) capital'],['Temple'],1,POINT (31.566667 31.266667),123,,,,,14353.0,
123,Hanson2016_124,Diospolis Magna,Thebes,Aegyptus,Egypt,3,80 B2,-323,,Bagnall 1993; BNP; DGRG; Jones 1937; PECS.,,,['Metropolis (nome) capital'],"['Temple of Amenophis III', 'Temple of Amenophis IV', 'Temple of Ammon', 'Temple of Ara and Haremhab', 'Temple of Hathor', 'Temple of Hatshepsut', 'Temple of Hatshepsut', 'Temple of Isis', 'Temple of Luxor', 'Temple of Mentuhopte', 'Temple of Merneptah', 'Temple of Mont', 'Temple of Mut', 'Temple of Nectanebos', 'Temple of Ptah', 'Temple of Ramesses II', 'Temple of Ramesses III', 'Temple of Ramesses IV', 'Temple of Sethos I', 'Temple of Thoth', 'Temple of Tuthmosis III', 'Temple of Tuthmosis IV']",22,POINT (32.635592 25.685028),124,,,,,1000.0,
124,Hanson2016_125,Diospolis Parva,Hiw,Aegyptus,Egypt,3,77 G4,-323,,Bagnall 1993; BNP.,,,['Metropolis (nome) capital'],,0,POINT (32.312498 26.016881),125,,,,,1000.0,
125,Hanson2016_126,Elephantine,Aswan,Aegyptus,Egypt,3,80 inset,-323,,BNP; Bowman 2011; DGRG; PECS; Wilson 2011.,150.0,Inhabited area,['Metropolis (nome) capital'],"['Basilica', 'Fort', 'Temple', 'Temple of AleP; A; B; C; Dander', 'Temple of Amenophis III', 'Temple of Isis', 'Temple of Isis', 'Temple of Ramesses II', 'Temple of Satet', 'Temple of Tiberius', 'Temple of Trajan']",11,POINT (32.933333 24.083333),126,,,,,33806.0,
